Dataset,adjusted_mutual_info_score_BIRCH,adjusted_mutual_info_score_DBSTREAM,adjusted_mutual_info_score_STREAM_KMEANS,adjusted_rand_index_BIRCH,adjusted_rand_index_DBSTREAM,adjusted_rand_index_STREAM_KMEANS,calinski_harabasz_score_BIRCH,calinski_harabasz_score_DBSTREAM,calinski_harabasz_score_STREAM_KMEANS,completeness_score_BIRCH,completeness_score_DBSTREAM,completeness_score_STREAM_KMEANS,davies_bouldin_score_BIRCH,davies_bouldin_score_DBSTREAM,davies_bouldin_score_STREAM_KMEANS,fowlkes_mallows_index_BIRCH,fowlkes_mallows_index_DBSTREAM,fowlkes_mallows_index_STREAM_KMEANS,homogeneity_score_BIRCH,homogeneity_score_DBSTREAM,homogeneity_score_STREAM_KMEANS,iCH_BIRCH,iCH_DBSTREAM,iCH_STREAM_KMEANS,iDB_BIRCH,iDB_DBSTREAM,iDB_STREAM_KMEANS,iGD43_BIRCH,iGD43_DBSTREAM,iGD43_STREAM_KMEANS,iGD53_BIRCH,iGD53_DBSTREAM,iGD53_STREAM_KMEANS,iPS_BIRCH,iPS_DBSTREAM,iPS_STREAM_KMEANS,iWB_BIRCH,iWB_DBSTREAM,iWB_STREAM_KMEANS,iXB_BIRCH,iXB_DBSTREAM,iXB_STREAM_KMEANS,icSIL_BIRCH,icSIL_DBSTREAM,icSIL_STREAM_KMEANS,irCIP_BIRCH,irCIP_DBSTREAM,irCIP_STREAM_KMEANS,jaccard_index_BIRCH,jaccard_index_DBSTREAM,jaccard_index_STREAM_KMEANS,normalized_mutual_info_score_BIRCH,normalized_mutual_info_score_DBSTREAM,normalized_mutual_info_score_STREAM_KMEANS,silhouette_score_BIRCH,silhouette_score_DBSTREAM,silhouette_score_STREAM_KMEANS,v_measure_score_BIRCH,v_measure_score_DBSTREAM,v_measure_score_STREAM_KMEANS
transformed_g2-4-90_severe_gaussian-noise.csv_predicted_cvis,0.9905827921795322,--,0.9963382677445327,0.992478385154502,--,0.996113525870456,-0.42185592370808495,--,-0.2976419079676727,0.9987897566480212,--,0.9989684874335406,-0.5897693201986429,--,-0.5212046885551546,0.9784960521296205,--,0.9889631238825328,0.9987863573965363,--,0.9990813272340158,-0.4234945785306211,--,-0.2991503714910296,-0.4234945785306211,--,-0.2991503714910296,0.42337051181648255,--,0.2989981732494697,-0.4172111972615397,--,-0.2992413830700147,-0.1773590072571023,--,-0.2927089709852376,-0.4234945785306211,--,-0.2991503714910296,-0.4234945785306211,--,-0.2991503714910296,0.38516945103816624,--,0.2570346721477862,0.41962262412663826,--,0.29618562236955404,0.9579352200592881,--,0.979222913573081,0.9988606593749264,--,0.9990690325927821,0.8038499128551746,--,0.8784249016401979,0.9988606593749264,--,0.9990690325927821
transformed_g2-8-70_severe_gaussian-noise.csv_predicted_cvis,0.9998104277214459,0.9570900957785831,0.9981004474398234,0.9999843293176062,0.9919208659177243,0.9999629270457916,-0.9318988526295479,-0.2692138655813988,-0.9424835246669948,0.9998209008962259,0.926354009361652,0.9977477202876013,-0.9362947803540466,-0.7237148147415128,-0.9379128778507422,0.9999758882513655,0.9916158956208007,0.9998877650815283,0.999863158332776,0.9781727822467181,0.9977691355855647,-0.9363341943835294,-0.6162450815216192,-0.9460042682109814,-0.936291758524952,-0.6196459624369486,-0.9460741870850792,0.6968696343411487,0.8277120350052292,0.7226625180915722,-0.2948829518670437,-0.03768144900759323,-0.664162719486738,-0.7516256985388451,0.7985038228934423,-0.9313734833035142,-0.9361297780653854,-0.6513363419801746,-0.9463383626820333,-0.9362889190476131,-0.6163126500721496,-0.9460762971554225,0.6852041236242672,0.7878563321497823,0.7328807291067903,-0.6782330244057205,-0.6021125226786224,-0.7065244396020744,-0.8710574861797272,0.9199668717901941,0.999302494548604,0.9998408832968633,0.950415040827553,0.997758089251822,0.8591400592495002,0.7714337881289368,0.8534452771366541,0.9998408832968633,0.950415040827553,0.997758089251822
transformed_wine_moderate_knock-out.csv_predicted_cvis,0.9658159418572413,0.5621669433159492,1.0,0.9997095134350036,0.6496042996339544,0.9996529284164858,-0.7028794263775152,-0.514933157395756,-0.5352161396088632,0.9368185860119955,0.23492694899196426,1.0,-0.7152468063137766,-0.4498453462747207,-0.5400794540530608,0.999128540305011,0.5605417136446107,0.9991323210412147,0.9994190268700074,0.8304841616304645,0.9993058568329718,-0.7111243463350228,-0.4707287014034424,-0.5303528251646654,-0.7111243463350228,-0.47219134884436453,-0.5303528251646654,0.7002757674435656,0.47105373416809176,0.4619310219497458,-0.7111243463350228,-0.6039108767185196,-0.5310236271569686,-0.7111243463350228,-0.2519003926032576,-0.5303528251646654,-0.7111243463350228,-0.47219134884436453,-0.5303528251646654,-0.7111243463350228,-0.47219134884436453,-0.5303528251646654,0.10078329790163787,-0.037785058890488644,-0.7332704278363634,-0.7111243463350228,-0.46829095566857215,-0.5303528251646654,-0.999200842620001,0.4027624988063905,0.3361489963512408,0.9658159418572413,0.5512779045179819,1.0,0.6922478190638872,0.24344954072237415,0.39300611724059875,1.0,0.5512779045179819,1.0
transformed_u1_severe_gaussian-noise.csv_predicted_cvis,--,--,0.8573086933736745,--,--,0.8858086229826826,--,--,0.8445992653047926,--,--,0.6276968752206312,--,--,-0.6716740167312166,--,--,0.8272604742131552,--,--,0.8873491597183046,--,--,0.81648446987969,--,--,-0.48449880335313683,--,--,0.7113428376734846,--,--,-0.8130182622245403,--,--,-0.8226466168221782,--,--,-0.4298097492385538,--,--,-0.5472756753297356,--,--,0.814173664776257,--,--,0.5418837967550585,--,--,--,--,--,0.8827275495114385,--,--,0.6639713330531064,--,--,0.8827275495114385
transformed_g2-2-90_severe_knock-out.csv_predicted_cvis,-0.3486620102678489,-0.08479140820191798,-0.7228509158210991,-0.6821452739375726,-0.3415498373502904,-0.7487741300674106,-0.6913790059102113,-0.693318822533813,-0.6891225065393857,-0.3605109586483677,-0.11763232048338214,-0.6452358464637442,-0.7428884792022679,-0.1476884679402467,-0.7317062712090653,-0.21453800318366428,0.12868804229424335,-0.2016643642403351,0.10085373938590922,0.30209498170212623,0.03715027437070811,-0.6858843265979946,-0.6858843265979946,-0.6858843265979946,-0.6858843265979946,-0.6882080446677201,-0.6858843265979946,-0.1489798218215197,-0.6875895966920125,-0.4239510298990614,-0.6858843265979946,-0.6858843265979946,-0.6859089494903723,-0.8987770892208832,-0.689265211477692,-0.698875148941545,-0.6584873149220245,-0.6801777466280158,-0.6835791206298377,-0.6848688569488377,-0.6865980310186675,-0.6858843265979946,-0.5372797792238093,-0.6858843265979946,-0.3071624946015225,-0.47693176594297604,0.5753059723247597,-0.6631865130542115,-0.5883513431729028,-0.5185690017637505,-0.24469350753931463,-0.2538741976899933,-0.05234537698944234,-0.5048003574675834,0.31204735293682073,-0.7403298551446753,0.5496872007742335,-0.2538741976899933,-0.05234537698944234,-0.5048003574675834
transformed_g2-2-90_moderate_knock-out.csv_predicted_cvis,0.9423623060604813,--,--,0.9835791827619712,--,--,0.51879000659465,--,--,0.9681380060759058,--,--,0.3347055495354133,--,--,0.9584922487256587,--,--,0.943790506305989,--,--,0.5158413092421532,--,--,0.5158649974465217,--,--,-0.5177135810244812,--,--,0.5160297176033286,--,--,-0.20030868250405165,--,--,0.515869192905061,--,--,0.5157686309911482,--,--,-0.49085348090928355,--,--,-0.3664159869952113,--,--,-0.4135352146821113,--,--,0.9570735366817187,--,--,-0.4123567098198546,--,--,0.9570735366817187,--,--
transformed_g2-4-30_severe_gaussian-noise.csv_predicted_cvis,0.9999503168401395,0.9995148978831377,0.9999117996350184,0.999999402146493,0.9999983298801821,0.999999277786169,-0.4078188491765824,-0.44356677602758277,-0.44009699730562785,0.9999646959835996,0.9993910983664342,0.9999239869935379,-0.9055078045982657,-0.8889595502788514,-0.9154993813472839,0.9999987889634029,0.9999980289576815,0.9999993379706555,0.9999387583388933,0.9995817929549977,0.9999046677733663,-0.9059545601941638,-0.8946749882723837,-0.921331537893829,-0.9059545601941638,-0.8940959804487678,-0.9207525302008904,0.6240427643786427,0.5801274552523665,0.6222024619489124,-0.9055165933255935,-0.8496957869686222,-0.5494251621333351,-0.9057791812816365,-0.8898438103775451,-0.8998850716696025,-0.9059545601941638,-0.8930716229104255,-0.9197281728937373,-0.9059545601941638,-0.8944451041642791,-0.9211016538376074,0.398554117594473,0.3301652338696432,0.3826751741267174,-0.9059545719932237,-0.8946749999245396,-0.9213315498931571,-0.99332176072728,0.9997272868103644,0.99979309950227,0.999955130327396,0.9994896504853462,0.9999148991360741,0.8968258419388339,0.880134811435499,0.9070147810683757,0.999955130327396,0.9994896504853462,0.9999148991360741
transformed_s2.csv_predicted_cvis,--,--,0.9658663938143328,--,--,0.9785714285714282,--,--,0.8426648406178137,--,--,-0.5933082268219882,--,--,-0.8685929895599002,--,--,0.9740008245261429,--,--,0.9277746921453839,--,--,0.6838549283475334,--,--,-0.8621109523243786,--,--,0.8621109523243786,--,--,0.8621109523243786,--,--,0.14260481918147613,--,--,-0.8621109523243786,--,--,-0.8621109523243786,--,--,0.7713624310270756,--,--,-0.8646578144530208,--,--,0.8210863588665366,--,--,0.9485569602334306,--,--,0.46346566233979747,--,--,0.9277746921453839
transformed_wine_severe_gaussian-noise.csv_predicted_cvis,--,0.6837569973447328,--,--,0.6388368991861918,--,--,0.0775761438219775,--,--,0.10932102212466288,--,--,-0.12716139136100962,--,--,0.19469049606715147,--,--,0.6006500063190806,--,--,0.21195168370951947,--,--,-0.006588922320899515,--,--,0.28938354456096627,--,--,-0.09238919546312385,--,--,0.02577855740147548,--,--,-0.006588922320899515,--,--,-0.006588922320899515,--,--,-0.0053384699096339135,--,--,-0.037754043955519116,--,--,0.29662265170496116,--,--,0.8089946157653339,--,--,-0.03477219589788576,--,--,0.8089946157653339,--
transformed_s3_severe_knock-out.csv_predicted_cvis,--,--,0.7967032967032966,--,--,0.8681318681318682,--,--,0.967032967032967,--,--,0.6758241758241759,--,--,-0.6483516483516483,--,--,0.7059942109263037,--,--,1.0,--,--,1.0,--,--,0.9945054945054945,--,--,0.21428571428571427,--,--,-1.0,--,--,-0.8956043956043955,--,--,-1.0,--,--,1.0,--,--,1.0,--,--,1.0,--,--,-0.9707253433941511,--,--,0.9505494505494506,--,--,0.16483516483516483,--,--,0.9505494505494506
transformed_wine_moderate_gaussian-noise.csv_predicted_cvis,--,0.6502019334961839,--,--,0.6619739903766572,--,--,0.020709210267281647,--,--,-0.07755328982197186,--,--,0.22722472239901376,--,--,0.19056774933949222,--,--,0.6195945856069532,--,--,0.4020277547711034,--,--,0.4020277547711034,--,--,-0.13655585981349058,--,--,-0.5141746150120207,--,--,-0.4356141537892702,--,--,0.4020277547711034,--,--,0.4020277547711034,--,--,0.037910828076299814,--,--,0.39712673517188596,--,--,-0.19110150900796943,--,--,0.7511052781859554,--,--,-0.4881319422397083,--,--,0.7511052781859554,--
transformed_iris_moderate_gaussian-noise.csv_predicted_cvis,0.437882551820539,0.07344096996404924,0.8626007816931304,0.583410043063921,-0.1257742027175285,0.8811748840916003,0.2346640953159615,-0.3804626021177943,-0.5324846386286226,0.24769403547924104,0.4896646144633876,0.7687193248991124,-0.07134178521032349,-0.5699089046853892,-0.5338635021254522,0.7121519408413522,-0.21623289134041537,0.9245685294330038,0.4627465452993078,0.5184478924778012,0.8822293091185877,0.06549143380355436,-0.5382472988695343,-0.44220963439501143,0.015600937084717666,-0.5521156055492062,-0.43052984948068984,0.02234509217863207,0.6078504984316617,0.49720195503327597,0.06760406070044321,0.505713472507788,-0.45161835002043726,0.026895365495008056,0.6025299531017246,-0.44042522281087904,0.015600937084717666,-0.5808988835636199,-0.43052984948068984,0.015600937084717666,-0.5521156055492062,-0.43052984948068984,-0.21735680573760288,-0.604099950084329,-0.4527538846648852,0.004632278971580176,-0.5542089348593455,0.005191856985388686,0.6942675466819712,-0.16914029778840006,--,0.6289940311083304,0.6078504984316617,0.89115136703925,0.4702219943190683,0.1675535668657228,0.1387785554750302,0.6289940311083304,0.6078504984316617,0.89115136703925
transformed_g2-2-30.csv_predicted_cvis,0.9861041336605735,0.9999810124232232,0.9999999999999998,0.9999774881564761,0.9999893516515246,0.9999999999999998,-0.7231247263716207,-0.21350188593373992,-0.8652761454989949,0.9866733050614523,0.9999571031167647,0.9999999999999998,-0.7693899392228537,-0.22645149626003552,-0.8355942911964179,0.999921671477918,0.9999488694483154,0.9999999999999998,0.9843359618067841,0.9998061657209266,0.9999999999999998,-0.7248715948194789,-0.21488351131608296,-0.8661138037883919,-0.7248715948194789,-0.21488351131608296,-0.8661138037883919,0.7248715948194789,0.21488351131608296,0.8661138037883919,-0.7248715948194789,-0.21365561304645725,-0.8661138037883919,-0.6263656869918861,-0.5953243946750153,-0.7152930143249755,-0.7248715948194789,-0.21488351131608296,-0.8661138037883919,-0.7248715948194789,-0.21488351131608296,-0.8661138037883919,-0.7266522770197735,-0.2218198657742263,-0.869249827461507,-0.7248715948194789,-0.21488351131608296,-0.8661138037883919,0.9990968894655938,0.998730157257459,--,0.9855416020636371,0.9999829388905208,0.9999999999999998,0.720130327815387,0.32463176502409724,0.7287178027537189,0.9855416020636371,0.9999829388905208,0.9999999999999998
transformed_seeds_severe_knock-out.csv_predicted_cvis,0.9592466925036739,--,--,0.9492899156020829,--,--,-0.2827106568575729,--,--,0.9526860255530131,--,--,-0.908674652422045,--,--,0.9381753739444928,--,--,0.9506792333092816,--,--,-0.7095632851294309,--,--,-0.734528552424172,--,--,0.22575625501697086,--,--,-0.7354447090221442,--,--,-0.1973554004798342,--,--,-0.7197937004734533,--,--,-0.734528552424172,--,--,-0.48525761139258267,--,--,-0.667420081622712,--,--,-0.554018353746805,--,--,0.9485180724314168,--,--,0.3296636825036457,--,--,0.9485180724314168,--,--
